CAP;CODICE;DATA_FINE;DESCR_D;DESCR_I;SIGLA;COM_CODICE
24020;A533;;Azzone;Azzone;BG;016017
28861;A534;;Baceno;Baceno;VB;103006
80070;A535;;Bacoli;Bacoli;NA;063006
18010;A536;;Badalucco;Badalucco;IM;008006
39036;A537;;Abtei;Badia;BZ;021006
27010;A538;;Badia Pavese;Badia Pavese;PV;018006
45021;A539;;Badia Polesine;Badia Polesine;RO;029004
37030;A540;;Badia Calavena;Badia Calavena;VR;023005
52032;A541;;Badia Tedalda;Badia Tedalda;AR;051003
88060;A542;;Badolato;Badolato;CZ;079008
;A543;31/12/1989;;Bagaggera;CO;013708
89060;A544;;Bagaladi;Bagaladi;RC;080006
;A545;31/12/1989;;Baggio;MI;015706
90011;A546;;Bagheria;Bagheria;PA;082006
48012;A547;;Bagnacavallo;Bagnacavallo;RA;039002
;A548;31/12/1989;;Bagnaia;VT;056700
;A549;31/12/1989;;Bagnara di Benevento;BN;062700
27050;A550;;Bagnaria;Bagnaria;PV;018007
48010;A551;;Bagnara di Romagna;Bagnara di Romagna;RA;039003
89011;A552;;Bagnara Calabra;Bagnara Calabra;RC;080007
33050;A553;;Bagnaria Arsa;Bagnaria Arsa;UD;030008
;A554;31/12/1989;;Bagnarolo;CR;019703
12071;A555;;Bagnasco;Bagnasco;CN;004008
;A556;31/12/1989;;Bagnasco d'Asti;AL;006700
24060;A557;;Bagnatica;Bagnatica;BG;016018
40046;A558;31/12/2015;Porretta Terme;Porretta Terme;BO;037049
56034;A559;30/06/2014;Casciana Terme;Casciana Terme;PI;050007
55022;A560;;Bagni di Lucca;Bagni di Lucca;LU;046002
51016;A561;;Montecatini-Terme;Montecatini-Terme;PT;047011
56017;A562;;San Giuliano Terme;San Giuliano Terme;PI;050031
;A563;31/12/1989;;Bagno;AQ;066701
50012;A564;;Bagno A Ripoli;Bagno A Ripoli;FI;048001
47021;A565;;Bagno di Romagna;Bagno di Romagna;FC;040001
83043;A566;;Bagnoli Irpino;Bagnoli Irpino;AV;064009
86091;A567;;Bagnoli del Trigno;Bagnoli del Trigno;IS;094003
35023;A568;;Bagnoli di Sopra;Bagnoli di Sopra;PD;028008
25021;A569;;Bagnolo Mella;Bagnolo Mella;BS;017009
26010;A570;;Bagnolo Cremasco;Bagnolo Cremasco;CR;019005
12031;A571;;Bagnolo Piemonte;Bagnolo Piemonte;CN;004009
73020;A572;;Bagnolo del Salento;Bagnolo del Salento;LE;075008
42011;A573;;Bagnolo in Piano;Bagnolo in Piano;RE;035002
45022;A574;;Bagnolo di Po;Bagnolo di Po;RO;029005
46031;A575;;Bagnolo San Vito;Bagnolo San Vito;MN;020003
54021;A576;;Bagnone;Bagnone;MS;045002
01022;A577;;Bagnoregio;Bagnoregio;VT;056003
25072;A578;;Bagolino;Bagolino;BS;017010
81010;A579;;Baia E Latina;Baia E Latina;CE;061006
83022;A580;;Baiano;Baiano;AV;064010
18031;A581;;Bajardo;Bajardo;IM;008007
;A582;31/12/1989;;Baiedo;CO;013709
;A583;31/12/1989;;Baio Dora;TO;001702
10010;A584;;Bairo;Bairo;TO;001015
;A585;31/12/1989;;Bairo Torre;AO;007700
42031;A586;;Baiso;Baiso;RE;035003
10070;A587;;Balangero;Balangero;TO;001016
14011;A588;;Baldichieri d'Asti;Baldichieri d'Asti;AT;005007
12040;A589;;Baldissero d'Alba;Baldissero d'Alba;CN;004010
10080;A590;;Baldissero Canavese;Baldissero Canavese;TO;001017
10020;A591;;Baldissero Torinese;Baldissero Torinese;TO;001018
90041;A592;;Balestrate;Balestrate;PA;082007
17020;A593;;Balestrino;Balestrino;SV;009008
23811;A594;;Ballabio;Ballabio;LC;097004
;A595;31/12/1989;;Ballabio Inferiore;CO;013710
;A596;31/12/1989;;Ballabio Superiore;CO;013711
;A597;;Ballao;Ballao;SU;111003
;A598;31/12/1989;;Ballarate;VA;012706
10070;A599;;Balme;Balme;TO;001019
13020;A600;;Balmuccia;Balmuccia;VC;002008
13040;A601;;Balocco;Balocco;VC;002009
;A602;31/12/1989;;Balsamo;MI;015707
67052;A603;;Balsorano;Balsorano;AQ;066007
85050;A604;;Balvano;Balvano;PZ;076008
15031;A605;;Balzola;Balzola;AL;006011
07040;A606;;Banari;Banari;SS;090007
10010;A607;;Banchette;Banchette;TO;001020
;A608;31/12/1989;;Banco;TN;022706
09090;A609;;Villa Verde;Villa Verde;OR;095073
28871;A610;;Bannio Anzino;Bannio Anzino;VB;103007
;A611;31/12/1989;;Bantine;SS;090700
85010;A612;;Banzi;Banzi;PZ;076009
35030;A613;;Baone;Baone;PD;028009
09090;A614;;Baradili;Baradili;OR;095010
85050;A615;;Baragiano;Baragiano;PZ;076010
86011;A616;;Baranello;Baranello;CB;070002
80070;A617;;Barano d'Ischia;Barano d'Ischia;NA;063007
20021;A618;;Baranzate;Baranzate;MI;015250
21020;A619;;Barasso;Barasso;VA;012008
;A620;31/12/1989;;Barate;MI;015708
09070;A621;;Baratili San Pietro;Baratili San Pietro;OR;095011
;A622;31/12/1989;;Baratonia;TO;001703
;A623;31/12/1989;;Barbaiana;MI;015709
;A624;31/12/1989;;Barbana d'Istria;PL;702704
10070;A625;;Barbania;Barbania;TO;001021
60010;A626;;Barbara;Barbara;AN;042004
36021;A627;16/02/2018;Barbarano Vicentino;Barbarano Vicentino;VI;024011
01010;A628;;Barbarano Romano;Barbarano Romano;VT;056004
12050;A629;;Barbaresco;Barbaresco;CN;004011
25030;A630;;Barbariga;Barbariga;BS;017011
24040;A631;;Barbata;Barbata;BG;016019
50031;A632;;Barberino di Mugello;Barberino di Mugello;FI;048002
50021;A633;31/12/2018;Barberino Val d'Elsa;Barberino Val d'Elsa;FI;048003
27041;A634;;Barbianello;Barbianello;PV;018008
39040;A635;;Barbian;Barbiano;BZ;021007
;A636;31/12/1989;;Barbiselle;CR;019704
35040;A637;;Barbona;Barbona;PD;028010
98051;A638;;Barcellona Pozzo di Gotto;Barcellona Pozzo di Gotto;ME;083005
61040;A639;08/01/2017;Barchi;Barchi;PU;041004
33080;A640;;Barcis;Barcis;PN;093006
;A641;31/12/1989;;Barco;BS;017704
;A642;31/12/1989;;Barcone;CO;013712
11020;A643;;Bard;Bard;AO;007009
;A644;31/12/1989;;Bardassano;TO;001704
21020;A645;31/12/2022;Bardello;Bardello;VA;012009
43032;A646;;Bardi;Bardi;PR;034002
17057;A647;;Bardineto;Bardineto;SV;009009
;A648;31/12/1989;;Bardino Nuovo;SV;009700
;A649;31/12/1989;;Bardino Vecchio;SV;009701
37011;A650;;Bardolino;Bardolino;VR;023006
10052;A651;;Bardonecchia;Bardonecchia;TO;001022
20010;A652;;Bareggio;Bareggio;MI;015012
28010;A653;;Barengo;Barengo;NO;003012
;A654;31/12/1989;;Baresi;BG;016704
09090;A655;;Baressa;Baressa;OR;095012
67010;A656;;Barete;Barete;AQ;066008
55051;A657;;Barga;Barga;LU;046003
16021;A658;;Bargagli;Bargagli;GE;010003
;A659;31/12/1989;;Bargano;MI;015710
12032;A660;;Barge;Barge;CN;004012
25070;A661;;Barghe;Barghe;BS;017012
70100;A662;;Bari;Bari;BA;072006
08042;A663;;Bari Sardo;Bari Sardo;NU;091005
24050;A664;;Bariano;Bariano;BG;016020
40052;A665;;Baricella;Baricella;BO;037003
85022;A666;;Barile;Barile;PZ;076011
67021;A667;;Barisciano;Barisciano;AQ;066009
20825;A668;;Barlassina;Barlassina;MB;108005
76121;A669;;Barletta;Barletta;BT;110002
22030;A670;;Barni;Barni;CO;013015
12060;A671;;Barolo;Barolo;CN;004013
;A672;31/12/1989;;Barona;PV;018701
10010;A673;;Barone Canavese;Barone Canavese;TO;001023
84081;A674;;Baronissi;Baronissi;SA;065013
;A675;31/12/1989;;Barra;NA;063700
94012;A676;;Barrafranca;Barrafranca;EN;086004
;A677;;Barrali;Barrali;SU;111004
67030;A678;;Barrea;Barrea;AQ;066010
;A679;31/12/1989;;Barzizza;BG;016705
;A680;31/12/1989;;Bartesate;CO;013713
;A681;;Barumini;Barumini;SU;111005
;A682;31/12/1989;;Barza;VA;012707
23890;A683;;Barzago;Barzago;LC;097005
24030;A684;;Barzana;Barzana;BG;016021
;A685;31/12/1989;;Barzaniga;CR;019705
23891;A686;;Barzan�;Barzan�;LC;097006
23816;A687;;Barzio;Barzio;LC;097007
;A688;31/12/1989;;Barzola;VA;012708
15060;A689;;Basaluzzo;Basaluzzo;AL;006012
27010;A690;;Bascap�;Bascap�;PV;018009
05023;A691;;Baschi;Baschi;TR;055007
64030;A692;;Basciano;Basciano;TE;067005
;A693;31/12/1989;;Baselga di Vezzano;TN;022708
38042;A694;;Baselga di Pin�;Baselga di Pin�;TN;022009
;A695;31/12/1989;;Baselica Bologna;PV;018702
82020;A696;;Baselice;Baselice;BN;062007
20060;A697;;Basiano;Basiano;MI;015014
98060;A698;;Basic�;Basic�;ME;083006
20080;A699;;Basiglio;Basiglio;MI;015015
33031;A700;;Basiliano;Basiliano;UD;030009
01030;A701;;Vasanello;Vasanello;VT;056055
25020;A702;;Bassano Bresciano;Bassano Bresciano;BS;017013
36061;A703;;Bassano del Grappa;Bassano del Grappa;VI;024012
01030;A704;;Bassano Romano;Bassano Romano;VT;056005
21010;A705;;Tronzano Lago Maggiore;Tronzano Lago Maggiore;VA;012129
01030;A706;;Bassano in Teverina;Bassano in Teverina;VT;056006
04010;A707;;Bassiano;Bassiano;LT;059002
15042;A708;;Bassignana;Bassignana;AL;006013
12060;A709;;Bastia Mondov�;Bastia Mondov�;CN;004014
06083;A710;;Bastia Umbra;Bastia Umbra;PG;054002
27050;A711;30/06/2014;Bastida De' Dossi;Bastida De' Dossi;PV;018010
27050;A712;;Bastida Pancarana;Bastida Pancarana;PV;018011
41030;A713;;Bastiglia;Bastiglia;MO;036001
35041;A714;;Battaglia Terme;Battaglia Terme;PD;028011
;A715;31/12/1989;;Battaglia Della Bainsizza;GO;031738
12070;A716;;Battifollo;Battifollo;CN;004015
84091;A717;;Battipaglia;Battipaglia;SA;065014
27020;A718;;Battuda;Battuda;PV;018012
90020;A719;;Baucina;Baucina;PA;082008
03022;A720;;Boville Ernica;Boville Ernica;FR;060014
09070;A721;;Bauladu;Bauladu;OR;095013
08040;A722;;Baunei;Baunei;NU;091006
;A723;31/12/1989;;Bauso;ME;083700
;A724;31/12/1989;;Bavari;GE;010701
28831;A725;;Baveno;Baveno;VB;103008
40053;A726;30/06/2014;Bazzano;Bazzano;BO;037004
;A727;31/12/1989;;Beaulard;TO;001705
21039;A728;;Bedero Valcuvia;Bedero Valcuvia;VA;012010
25081;A729;;Bedizzole;Bedizzole;BS;017014
38043;A730;;Bedollo;Bedollo;TN;022011
43041;A731;;Bedonia;Bedonia;PR;034003
24030;A732;;Bedulita;Bedulita;BG;016022
28813;A733;;Bee;Bee;VB;103009
10092;A734;;Beinasco;Beinasco;TO;001024
12081;A735;;Beinette;Beinette;CN;004016
88050;A736;;Belcastro;Belcastro;CZ;079009
37050;A737;;Belfiore;Belfiore;VR;023007
15070;A738;;Belforte Monferrato;Belforte Monferrato;AL;006014
62020;A739;;Belforte del Chienti;Belforte del Chienti;MC;043004
61026;A740;;Belforte All'Isauro;Belforte All'Isauro;PU;041005
27011;A741;;Belgioioso;Belgioioso;PV;018013
28832;A742;;Belgirate;Belgirate;VB;103010
85051;A743;;Bella;Bella;PZ;076012
22021;A744;30/06/2014;Bellagio;Bellagio;CO;013019
23822;A745;;Bellano;Bellano;LC;097008
64020;A746;;Bellante;Bellante;TE;067006
47814;A747;;Bellaria-Igea Marina;Bellaria-Igea Marina;RN;099001
;A748;31/12/1989;;Belledo;CO;013714
00030;A749;;Bellegra;Bellegra;RM;058012
12020;A750;;Bellino;Bellino;CN;004017
20060;A751;;Bellinzago Lombardo;Bellinzago Lombardo;MI;015016
28043;A752;;Bellinzago Novarese;Bellinzago Novarese;NO;003016
;A753;31/12/1989;;Bellizzi Irpino;AV;064700
;A754;31/12/1989;;Bellombra;RO;029700
81041;A755;;Bellona;Bellona;CE;061007
84020;A756;;Bellosguardo;Bellosguardo;SA;065015
32100;A757;;Belluno;Belluno;BL;025006
;A758;31/12/1989;;Belluno Veronese;VR;023701
20882;A759;;Bellusco;Bellusco;MB;108006
63838;A760;;Belmonte Piceno;Belmonte Piceno;FM;109003
86080;A761;;Belmonte del Sannio;Belmonte del Sannio;IS;094004
87033;A762;;Belmonte Calabro;Belmonte Calabro;CS;078013
03040;A763;;Belmonte Castello;Belmonte Castello;FR;060013
90031;A764;;Belmonte Mezzagno;Belmonte Mezzagno;PA;082009
02020;A765;;Belmonte in Sabina;Belmonte in Sabina;RI;057005
95032;A766;;Belpasso;Belpasso;CT;087007
;A767;31/12/1989;;Bel Prato;BS;017705
87030;A768;;Belsito;Belsito;CS;078014
60030;A769;;Belvedere Ostrense;Belvedere Ostrense;AN;042005
14040;A770;;Belveglio;Belveglio;AT;005008
40042;A771;;Lizzano in Belvedere;Lizzano in Belvedere;BO;037033
88824;A772;;Belvedere di Spinello;Belvedere di Spinello;KR;101001
87021;A773;;Belvedere Marittimo;Belvedere Marittimo;CS;078015
12060;A774;;Belvedere Langhe;Belvedere Langhe;CN;004018
;A775;31/12/1989;;Belvedere al Po;PV;018703
08030;A776;;Belv�;Belv�;NU;091007
23010;A777;;Bema;Bema;SO;014006
22010;A778;;Bene Lario;Bene Lario;CO;013021
12041;A779;;Bene Vagienna;Bene Vagienna;CN;004019
89030;A780;;Benestare;Benestare;RC;080008
07010;A781;;Benetutti;Benetutti;SS;090008
12050;A782;;Benevello;Benevello;CN;004020
82100;A783;;Benevento;Benevento;BN;062008
13871;A784;;Benna;Benna;BI;096003
40010;A785;;Bentivoglio;Bentivoglio;BO;037005
24030;A786;;Berbenno;Berbenno;BG;016023
23010;A787;;Berbenno di Valtellina;Berbenno di Valtellina;SO;014007
43042;A788;;Berceto;Berceto;PR;034004
07022;A789;;Berchidda;Berchidda;SS;090009
;A790;31/12/1989;;Berdo San Giovanni;FU;701717
22070;A791;;Beregazzo Con Figliaro;Beregazzo Con Figliaro;CO;013022
27021;A792;;Bereguardo;Bereguardo;PV;018014
15022;A793;;Bergamasco;Bergamasco;AL;006015
24100;A794;;Bergamo;Bergamo;BG;016024
45032;A795;;Bergantino;Bergantino;RO;029006
17028;A796;;Bergeggi;Bergeggi;SV;009010
;A797;31/12/1989;;Bergogna;GO;031702
12074;A798;;Bergolo;Bergolo;CN;004021
25030;A799;;Berlingo;Berlingo;BS;017015
;A800;31/12/1989;;Bernaga;CO;013715
75012;A801;;Bernalda;Bernalda;MT;077003
20881;A802;;Bernareggio;Bernareggio;MB;108007
;A803;31/12/1989;;Bernate Rosales;CO;013716
20010;A804;;Bernate Ticino;Bernate Ticino;MI;015019
12010;A805;;Bernezzo;Bernezzo;CN;004022
44033;A806;31/12/2018;Berra;Berra;FE;038002
;A807;31/12/1989;;Bersezio;CN;004703
38085;A808;31/12/2014;Bersone;Bersone;TN;022012
47032;A809;;Bertinoro;Bertinoro;FC;040003
33032;A810;;Bertiolo;Bertiolo;UD;030010
26821;A811;;Bertonico;Bertonico;LO;098002
14020;A812;;Berzano di San Pietro;Berzano di San Pietro;AT;005009
15050;A813;;Berzano di Tortona;Berzano di Tortona;AL;006016
24060;A815;;Berzo San Fermo;Berzo San Fermo;BG;016025
25040;A816;;Berzo Demo;Berzo Demo;BS;017016
25040;A817;;Berzo Inferiore;Berzo Inferiore;BS;017017
20842;A818;;Besana in Brianza;Besana in Brianza;MB;108008
21050;A819;;Besano;Besano;VA;012011
20080;A820;;Besate;Besate;MI;015022
38060;A821;;Besenello;Besenello;TN;022013
;A822;31/12/1989;;Beseno;TN;022709
29010;A823;;Besenzone;Besenzone;PC;033003
;A824;31/12/1989;;Beserzio del Carnaro;FU;701718
21010;A825;;Besnate;Besnate;VA;012012
21023;A826;;Besozzo;Besozzo;VA;012013
07040;A827;;Bessude;Bessude;SS;090010
;A828;31/12/1989;;Bestagno;IM;008701
;A829;31/12/1989;;Bestazzo;MI;015711
;A830;31/12/1989;;Bettenesco;CR;019706
29021;A831;;Bettola;Bettola;PC;033004
06084;A832;;Bettona;Bettona;PG;054003
;A833;31/12/1989;;Beura;NO;003712
28851;A834;;Beura-Cardezza;Beura-Cardezza;VB;103011
06031;A835;;Bevagna;Bevagna;PG;054004
19020;A836;;Beverino;Beverino;SP;011003
37040;A837;;Bevilacqua;Bevilacqua;VR;023008
;A838;31/12/1989;;Bevilacqua Boschi;VR;023702
38060;A839;31/12/2009;Bezzecca;Bezzecca;TN;022014
;A840;31/12/1989;;Biacesa;TN;022710
95033;A841;;Biancavilla;Biancavilla;CT;087008
87050;A842;;Bianchi;Bianchi;CS;078016
89032;A843;;Bianco;Bianco;RC;080009
28061;A844;;Biandrate;Biandrate;NO;003018
21024;A845;;Biandronno;Biandronno;VA;012014
24060;A846;;Bianzano;Bianzano;BG;016026
13041;A847;;Bianz�;Bianz�;VC;002011
23030;A848;;Bianzone;Bianzone;SO;014008
20853;A849;;Biassono;Biassono;MB;108009
42021;A850;;Bibbiano;Bibbiano;RE;035004
52011;A851;;Bibbiena;Bibbiena;AR;051004
57020;A852;;Bibbona;Bibbona;LI;049001
10060;A853;;Bibiana;Bibiana;TO;001025
71032;A854;;Biccari;Biccari;FG;071006
33050;A855;;Bicinicco;Bicinicco;UD;030011
09080;A856;;Bidon�;Bidon�;OR;095014
01010;A857;;Blera;Blera;VT;056007
;A858;31/12/1989;;Biegno;VA;012709
13900;A859;;Biella;Biella;BI;096004
;A860;31/12/1989;;Bienate;MI;015712
25040;A861;;Bienno;Bienno;BS;017018
;A862;31/12/1989;;Bieno;NO;003811
38050;A863;;Bieno;Bieno;TN;022015
56031;A864;;Bientina;Bientina;PI;050001
;A865;31/12/1989;;Biestro;SV;009702
46030;A866;31/12/2018;Bigarello;Bigarello;MN;020004
;A867;31/12/1989;;Biglia;GO;031739
;A868;31/12/1989;;Bigliana;GO;031740
;A869;31/12/1989;;Biglio;CO;013717
22070;A870;;Binago;Binago;CO;013023
;A871;31/12/1989;;Binanuova;CR;019707
20082;A872;;Binasco;Binasco;MI;015024
;A873;31/12/1989;;Bindo;CO;013718
70020;A874;;Binetto;Binetto;BA;072008
;A875;31/12/1989;;Binzago;MI;015713
13841;A876;;Bioglio;Bioglio;BI;096005
11010;A877;;Bionaz;Bionaz;AO;007010
25070;A878;;Bione;Bione;BS;017019
;A879;31/12/1989;;Birago;MI;015714
08010;A880;;Birori;Birori;NU;091008
83044;A881;;Bisaccia;Bisaccia;AV;064011
90032;A882;;Bisacquino;Bisacquino;PA;082010
76011;A883;;Bisceglie;Bisceglie;BT;110003
67050;A884;;Bisegna;Bisegna;AQ;066011
64033;A885;;Bisenti;Bisenti;TE;067007
;A886;31/12/1989;;Bisentrate;MI;015715
87043;A887;;Bisignano;Bisignano;CS;078017
;A888;31/12/1989;;Bisio;AL;006701
15012;A889;;Bistagno;Bistagno;AL;006017
;A890;31/12/1989;;Bisterza;FU;701719
21050;A891;;Bisuschio;Bisuschio;VA;012015
70020;A892;;Bitetto;Bitetto;BA;072010
70032;A893;;Bitonto;Bitonto;BA;072011
70020;A894;;Bitritto;Bitritto;BA;072012
08021;A895;;Bitti;Bitti;NU;091009
92010;A896;;Bivona;Bivona;AG;084004
89040;A897;;Bivongi;Bivongi;RC;080010
22020;A898;;Bizzarone;Bizzarone;CO;013024
;A899;31/12/1989;;Bizzozero;VA;012710
;A900;31/12/1989;;Bleggio;TN;022711
38071;A901;31/12/2009;Bleggio Inferiore;Bleggio Inferiore;TN;022016
38071;A902;;Bleggio Superiore;Bleggio Superiore;TN;022017
24010;A903;;Blello;Blello;BG;016027
22028;A904;;Blessagno;Blessagno;CO;013025
22020;A905;;Blevio;Blevio;CO;013026
35040;A906;;Boara Pisani;Boara Pisani;PD;028012
;A907;31/12/1989;;Boara Polesine;RO;029701
;A908;31/12/1989;;Bobbiate;VA;012711
29022;A909;;Bobbio;Bobbio;PC;033005
10060;A910;;Bobbio Pellice;Bobbio Pellice;TO;001026
28010;A911;;Boca;Boca;NO;003019
87060;A912;;Bocchigliero;Bocchigliero;CS;078018
;A913;31/12/1989;;Bocchignano;PG;054700
13022;A914;;Boccioleto;Boccioleto;VC;002014
;A915;31/12/1989;;Boccolo dei Tassi;PR;034700
38080;A916;;Bocenago;Bocenago;TN;022018
;A917;31/12/1989;;Bodio;VA;012712
21020;A918;;Bodio Lomnago;Bodio Lomnago;VA;012016
26811;A919;;Boffalora d'Adda;Boffalora d'Adda;LO;098003
20010;A920;;Boffalora Sopra Ticino;Boffalora Sopra Ticino;MI;015026
;A921;31/12/1989;;Boffetto;SO;014701
16031;A922;;Bogliasco;Bogliasco;GE;010004
;A923;31/12/1989;;Bogliasco Pieve;GE;010702
;A924;31/12/1989;;Bogliuno;PL;702705
28842;A925;;Bognanco;Bognanco;VB;103012
;A926;31/12/1989;;Bognanco Dentro;NO;003713
;A927;31/12/1989;;Bognanco Fuori;NO;003714
;A928;31/12/1989;;Bogno;VA;012713
28010;A929;;Bogogno;Bogogno;NO;003021
86021;A930;;Bojano;Bojano;CB;070003
17054;A931;;Boissano;Boissano;SV;009011
19020;A932;;Bolano;Bolano;SP;011004
38079;A933;31/12/2015;Bolbeno;Bolbeno;TN;022019
;A934;31/12/1989;;Boldinasco;MI;015716
;A935;31/12/1989;;Bolentina;TN;022712
;A936;31/12/1989;;Boleto;NO;003715
24060;A937;;Bolgare;Bolgare;BG;016028
;A938;31/12/1989;;Bolgiano;MI;015717
;A939;31/12/1989;;Bolladello;MI;015718
20021;A940;;Bollate;Bollate;MI;015027
10012;A941;;Bollengo;Bollengo;TO;001027
75020;A942;;Nova Siri;Nova Siri;MT;077018
;A943;31/12/1989;;Bollone;TN;022713
40100;A944;;Bologna;Bologna;BO;037006
65020;A945;;Bolognano;Bolognano;PE;068003
90030;A946;;Bolognetta;Bolognetta;PA;082011
62035;A947;;Bolognola;Bolognola;MC;043005
08011;A948;;Bolotana;Bolotana;NU;091010
01023;A949;;Bolsena;Bolsena;VT;056008
24040;A950;;Boltiere;Boltiere;BG;016029
;A951;31/12/1989;;Bolzaneto;GE;010703
39100;A952;;Bozen;Bolzano;BZ;021008
28010;A953;;Bolzano Novarese;Bolzano Novarese;NO;003022
36050;A954;;Bolzano Vicentino;Bolzano Vicentino;VI;024013
01020;A955;;Bomarzo;Bomarzo;VT;056009
66042;A956;;Bomba;Bomba;CH;069006
93010;A957;;Bompensiere;Bompensiere;CL;085002
90020;A958;;Bompietro;Bompietro;PA;082012
41030;A959;;Bomporto;Bomporto;MO;036002
09070;A960;;Bonarcado;Bonarcado;OR;095015
19011;A961;;Bonassola;Bonassola;SP;011005
24040;A962;;Bonate Sotto;Bonate Sotto;BG;016031
24040;A963;;Bonate Sopra;Bonate Sopra;BG;016030
37040;A964;;Bonavigo;Bonavigo;VR;023009
44012;A965;;Bondeno;Bondeno;FE;038003
;A966;31/12/1989;;Bondione;BG;016706
38081;A967;31/12/2015;Bondo;Bondo;TN;022020
38080;A968;;Bondone;Bondone;TN;022021
;A969;31/12/1989;;Bondo Petello;BG;016707
82013;A970;;Bonea;Bonea;BN;062009
86041;A971;;Bonefro;Bonefro;CB;070004
26040;A972;;Bonemerse;Bonemerse;CR;019006
87020;A973;;Bonifati;Bonifati;CS;078019
;A974;31/12/1989;;Bonirola;MI;015719
83032;A975;;Bonito;Bonito;AV;064012
07043;A976;;Bonnanaro;Bonnanaro;SS;090011
07011;A977;;Bono;Bono;SS;090012
07012;A978;;Bonorva;Bonorva;SS;090013
12060;A979;;Bonvicino;Bonvicino;CN;004023
;A980;31/12/1989;;Bonzo;TO;001706
02010;A981;;Borbona;Borbona;RI;057006
32040;A982;;Borca di Cadore;Borca di Cadore;BL;025007
33010;A983;;Bordano;Bordano;UD;030012
18012;A984;;Bordighera;Bordighera;IM;008008
;A985;31/12/1989;;Bordogna;BG;016708
26020;A986;;Bordolano;Bordolano;CR;019007
43030;A987;;Bore;Bore;PR;034005
42022;A988;;Boretto;Boretto;RE;035005
27010;A989;;Borgarello;Borgarello;PV;018015
10071;A990;;Borgaro Torinese;Borgaro Torinese;TO;001028
90042;A991;;Borgetto;Borgetto;PA;082013
19020;A992;;Borghetto di Vara;Borghetto di Vara;SP;011006
18020;A993;;Borghetto d'Arroscia;Borghetto d'Arroscia;IM;008009
;A994;31/12/1989;;Borghetto San Nicolo';IM;008702
26812;A995;;Borghetto Lodigiano;Borghetto Lodigiano;LO;098004
02010;A996;;Borgo Velino;Borgo Velino;RI;057008
;A997;31/12/1989;;Borghetto;TN;022716
15060;A998;;Borghetto di Borbera;Borghetto di Borbera;AL;006018
17052;A999;;Borghetto Santo Spirito;Borghetto Santo Spirito;SV;009012
47030;B001;;Borghi;Borghi;FC;040004
88021;B002;;Borgia;Borgia;CZ;079011
10080;B003;;Borgiallo;Borgiallo;TO;001029
;B004;31/12/1989;;Borgio;SV;009703
17022;B005;;Borgio Verezzi;Borgio Verezzi;SV;009013
38051;B006;;Borgo Valsugana;Borgo Valsugana;TN;022022
55023;B007;;Borgo A Mozzano;Borgo A Mozzano;LU;046004
02021;B008;;Borgorose;Borgorose;RI;057007
13040;B009;;Borgo d'Ale;Borgo d'Ale;VC;002015
24060;B010;;Borgo di Terzo;Borgo di Terzo;BG;016032
46030;B011;30/06/2014;Borgoforte;Borgoforte;MN;020005
46020;B012;;Motteggiana;Motteggiana;MN;020037
46020;B013;31/12/2018;Borgofranco Sul Po;Borgofranco Sul Po;MN;020006
27030;B014;;Suardi;Suardi;PV;018154
10013;B015;;Borgofranco d'Ivrea;Borgofranco d'Ivrea;TO;001030
28071;B016;;Borgolavezzaro;Borgolavezzaro;NO;003023
26851;B017;;Borgo San Giovanni;Borgo San Giovanni;LO;098005
12050;B018;;Borgomale;Borgomale;CN;004024
28021;B019;;Borgomanero;Borgomanero;NO;003024
18021;B020;;Borgomaro;Borgomaro;IM;008010
10031;B021;;Borgomasino;Borgomasino;TO;001031
;B022;31/12/1989;;Borgonato;BS;017706
;B023;31/12/1989;;Borgone d'Ossola;NO;003716
10050;B024;;Borgone Susa;Borgone Susa;TO;001032
29011;B025;;Borgonovo Val Tidone;Borgonovo Val Tidone;PC;033006
61040;B026;;Borgo Pace;Borgo Pace;PU;041006
;B027;31/12/1989;;Borgo Panigale;BO;037700
27040;B028;;Borgo Priolo;Borgo Priolo;PV;018016
15013;B029;;Borgoratto Alessandrino;Borgoratto Alessandrino;AL;006019
27040;B030;;Borgoratto Mormorolo;Borgoratto Mormorolo;PV;018017
35010;B031;;Borgoricco;Borgoricco;PD;028013
;B032;31/12/1989;;Borgo San Bernardino;PC;033700
12011;B033;;Borgo San Dalmazzo;Borgo San Dalmazzo;CN;004025
43036;B034;;Fidenza;Fidenza;PR;034014
25022;B035;;Borgo San Giacomo;Borgo San Giacomo;BS;017020
50032;B036;;Borgo San Lorenzo;Borgo San Lorenzo;FI;048004
15032;B037;;Borgo San Martino;Borgo San Martino;AL;006020
27020;B038;;Borgo San Siro;Borgo San Siro;PV;018018
;B039;31/12/1989;;Borgo Sant'Agata;IM;008703
25010;B040;;Borgosatollo;Borgosatollo;BS;017021
13011;B041;;Borgosesia;Borgosesia;VC;002016
43043;B042;;Borgo Val di Taro;Borgo Val di Taro;PR;034006
28040;B043;;Borgo Ticino;Borgo Ticino;NO;003025
40021;B044;;Borgo Tossignano;Borgo Tossignano;BO;037007
;B045;31/12/1989;;Borgounito;BG;016709
13012;B046;;Borgo Vercelli;Borgo Vercelli;VC;002017
;B047;31/12/1989;;Boriano;GO;031741
17045;B048;;Bormida;Bormida;SV;009014
23032;B049;;Bormio;Bormio;SO;014009
;B050;31/12/1989;;Bornago;MI;015720
